,SELECTION_Decision,COT_Decision
0dd9458e-1956-4387-b72c-bc482e81d520,INCLUDE,INCLUDE
0dde3b0b-1bf7-4f5b-bb94-48b37e0932c4,EXCLUDE,EXCLUDE
0ddfea7a-98e8-4cc7-8c2f-ff4b0206bba5,INCLUDE,INCLUDE
0dec3601-3598-46c0-b818-6052d0c714d1,EXCLUDE,EXCLUDE
0e01d4e2-5bda-4422-be64-8f89cc30055e,EXCLUDE,EXCLUDE
0e07b536-7a8f-4f54-b6e5-3595e7ec667a,INCLUDE,INCLUDE
0e0a8f12-3b43-4e99-bca4-48c284934ccd,EXCLUDE,EXCLUDE
0e0ebd76-6e73-4ed3-90eb-e9a5341b0c47,EXCLUDE,EXCLUDE
0e1d58c2-965c-4a00-8ee4-75dc75ab6400,EXCLUDE,INCLUDE
0e291df4-27f3-4e7b-ad11-65a25ae3df86,EXCLUDE,EXCLUDE
0e2dd03b-52fa-4649-ab4b-5d26a0c4aa4f,EXCLUDE,EXCLUDE
0e30cca4-e124-47b6-99f6-92b04bacea6d,EXCLUDE,EXCLUDE
0e32977c-dad6-4d0a-93e7-f97c109b3e5c,INCLUDE,INCLUDE
0e448539-2376-4f0b-88cf-3e71bb89cb6e,EXCLUDE,EXCLUDE
0e66a1ab-e37d-47d0-85c8-560407a2fe47,EXCLUDE,EXCLUDE
0e6e391e-69a3-4418-92b6-b611b3e0bbc2,EXCLUDE,EXCLUDE
0e77d96c-191a-4311-829d-1799330ff834,INCLUDE,EXCLUDE
0ea9cc1d-8f21-4136-af74-66facade62a9,EXCLUDE,EXCLUDE
0eacc833-6cb8-414c-b5cf-056a39022cd5,EXCLUDE,EXCLUDE
0eb14d5c-f37a-4c93-80f7-62e165c1542e,INCLUDE,INCLUDE
0eb36d02-608c-490f-8d62-680e3f58d9ca,EXCLUDE,EXCLUDE
0eb6112d-9273-4278-968a-83a375f92ada,INCLUDE,INCLUDE
0ebf2cdc-a7cb-4dfd-9249-af25d5c5bb23,EXCLUDE,EXCLUDE
0ec7e720-db3c-4115-8629-236d0d159dda,EXCLUDE,EXCLUDE
0eccc899-6b01-4a0e-94cb-a1e619894dd9,EXCLUDE,EXCLUDE
0ed301d2-f5f7-4e19-83e8-c975f03d080e,EXCLUDE,EXCLUDE
0ee439f1-431a-4504-9894-d2563d46df7a,INCLUDE,INCLUDE
0eee8536-0550-423d-ab25-6461c97e70ff,EXCLUDE,EXCLUDE
0eef95a2-bfd8-4fb5-8627-de1cadf7a2af,INCLUDE,INCLUDE
0f0254f1-7a89-4999-b473-f8303ff52bac,INCLUDE,INCLUDE
0f0a0cd6-79cc-454e-aa07-a68d2a4c15f4,EXCLUDE,EXCLUDE
0f0b07d6-59ed-4760-873e-363dbac49521,INCLUDE,INCLUDE
0f0bd9a8-8bf6-45ef-99dd-32441d411e7f,INCLUDE,INCLUDE
0f0d8b3c-fb1c-4804-bf06-5bfeb59cf718,EXCLUDE,EXCLUDE
0f1c42cd-0a54-4114-85a0-ccbb6b815b36,EXCLUDE,EXCLUDE
0f299044-a904-451e-86ef-c0acf6b42150,EXCLUDE,EXCLUDE
0f4d092d-cdad-4d8b-a597-a9cb78a53316,INCLUDE,INCLUDE
0f566f94-a52e-4887-b991-d6172da2bbf0,INCLUDE,EXCLUDE
0f57d707-cf31-4375-b3da-b1bbcd0c43ed,EXCLUDE,EXCLUDE
0f5b212b-3a60-418c-aeb2-a4989f7110d1,EXCLUDE,INCLUDE
0f5b783d-6d3a-4117-ae60-320a4af2cc19,INCLUDE,INCLUDE
0f5d8fff-912d-4fcd-ac49-d994e06098a3,EXCLUDE,EXCLUDE
0f7647c3-db6f-4562-b868-247e555e1d0e,INCLUDE,EXCLUDE
0f8014a6-b431-45aa-a32b-01cd0e588c4a,EXCLUDE,EXCLUDE
0f8168f8-2acb-465d-8cb1-4d6fb8c264e0,EXCLUDE,EXCLUDE
0f9b0cc7-1121-4656-8c34-4f16f9c2290a,EXCLUDE,EXCLUDE
0f9ece8a-0d36-4767-b0df-3f9765e2dce8,EXCLUDE,EXCLUDE
0facb537-3e08-4e2e-aabf-bc035a4fcf70,EXCLUDE,EXCLUDE
0fb2dda7-4f60-465b-9bf3-f006ba209e05,EXCLUDE,EXCLUDE
0fd70394-eac5-4183-8769-327940253cdb,INCLUDE,INCLUDE
0fed0a15-bc4a-4419-880a-65a168c0cafd,INCLUDE,INCLUDE
0ff461df-d67a-4a66-9765-50d485df70f9,EXCLUDE,EXCLUDE
100622a6-6de3-45c0-9a98-7c406d7f5cde,EXCLUDE,EXCLUDE
101f3f9d-26fe-40a8-a685-20aa2c9206d4,EXCLUDE,EXCLUDE
10293fff-747c-45ed-86b2-8fa10c05e6ee,INCLUDE,EXCLUDE
1044763c-eda7-471c-bfcc-ed93a677d80d,EXCLUDE,EXCLUDE
104beaa8-addf-4f6e-91be-cbcca5fb2e97,EXCLUDE,EXCLUDE
10545bcf-f7d5-4778-9889-4d18c0999097,EXCLUDE,EXCLUDE
105bb3d3-d3c9-4bab-90c2-4e2c59b2b59e,EXCLUDE,EXCLUDE
106e63c1-0019-49c2-9994-e3afad9f5477,EXCLUDE,EXCLUDE
1081148f-b6de-4e39-9d43-10964fcf370e,INCLUDE,INCLUDE
1086a87f-4f51-4f2a-8bf1-d17c7ab969f6,INCLUDE,INCLUDE
108a2066-d96f-41c5-812d-3c69d6c4917d,EXCLUDE,INCLUDE
1095133c-88c8-4d99-8f06-3db4e6828a7b,EXCLUDE,INCLUDE
1095d02e-d14a-4966-9953-ec8a9f45ac9c,EXCLUDE,EXCLUDE
109ed24f-9519-4026-8e31-6bc820d32e5c,EXCLUDE,EXCLUDE
10a07e4f-e12b-4b14-a17e-196ee8eacda4,EXCLUDE,EXCLUDE
10a20eab-56fc-4520-8a2b-d8ef308b37f6,INCLUDE,INCLUDE
10a71412-bcbb-4a2f-a1e8-0b2e36954319,EXCLUDE,EXCLUDE
10b0c90a-4444-4bcf-9b6e-d3de79e5d41c,EXCLUDE,EXCLUDE
10b1c63c-f778-4092-ac01-1e8ca87809e6,EXCLUDE,INCLUDE
10b8a793-5b5d-4b61-8412-3c7881d71bcc,EXCLUDE,EXCLUDE
10bfeea8-e382-4b41-81ed-218706f9ca61,INCLUDE,INCLUDE
10cbec86-b852-409d-9735-4b126fd155b6,EXCLUDE,EXCLUDE
10d69c99-ff06-44c3-a3df-50ffe45ed32a,EXCLUDE,EXCLUDE
10e93492-a29e-4d2d-b8fd-f38f274837d8,INCLUDE,INCLUDE
10ec4687-8f22-4d84-941e-2f4fc3f47216,EXCLUDE,EXCLUDE
10f78564-4646-4f93-add7-d2eaf63e22f3,EXCLUDE,EXCLUDE
10fd2a0a-3f54-4ad4-a8fa-0f276028304a,INCLUDE,INCLUDE
1104ae56-bdd6-4f25-ba55-923378a23324,EXCLUDE,EXCLUDE
1107ab99-a3d9-4903-87a5-286c314b2034,EXCLUDE,EXCLUDE
1118b0f2-73a8-49b6-8c0e-ac1c0393d54a,EXCLUDE,EXCLUDE
111f13f5-edb8-4ed9-8322-e2bd718935f7,EXCLUDE,EXCLUDE
11273bb3-504f-47ae-86e2-8b90e233464f,EXCLUDE,EXCLUDE
1136f088-f11c-41d3-bd73-a0dbf968282c,INCLUDE,INCLUDE
113ed9ee-6bbe-495a-a351-89469c2aab45,EXCLUDE,EXCLUDE
114205ff-f02b-437e-a5c6-ffb61862c678,INCLUDE,INCLUDE
11440756-d898-4407-be2a-8446391b006e,INCLUDE,INCLUDE
114f6120-fecf-4af0-835f-f52be0eb25ac,EXCLUDE,EXCLUDE
114ff2c3-562a-4e68-a474-8199d7f0579a,EXCLUDE,EXCLUDE
1156bba5-277d-4838-9dc8-caa7f005cc61,EXCLUDE,EXCLUDE
115a80de-bd0e-4de3-8618-5442f79e5c50,EXCLUDE,EXCLUDE
1169dbfa-d6b5-4f61-9e2d-c92fc5d60b16,EXCLUDE,EXCLUDE
1172151e-7834-449a-bfca-58aad18f2ec2,EXCLUDE,EXCLUDE
1182bd24-e6c0-431d-82ec-e508623882a2,EXCLUDE,EXCLUDE
1190c4ef-1cd5-48a4-8b7a-bb973ba1ca4b,EXCLUDE,EXCLUDE
1198a0c4-9e63-43e4-9723-64c9fc8f418f,EXCLUDE,EXCLUDE
119c9284-9804-4095-b595-8bf5db56fc75,INCLUDE,INCLUDE
11a02ac9-e3f3-4576-9b00-7ae2eda10a15,INCLUDE,INCLUDE
11b29bf1-2998-4b73-a248-9aa7ab876619,INCLUDE,INCLUDE
11becac3-a3d2-4909-9ed3-4d604e267a72,INCLUDE,INCLUDE
11c5fd8f-57f4-4d6f-93e8-c5c16e4c26d2,EXCLUDE,EXCLUDE
11cf2360-58b5-40f2-8166-a85e40b679a1,EXCLUDE,EXCLUDE
11d86f9f-0ec6-4268-970f-a8e0f73e859c,INCLUDE,EXCLUDE
11d9e70b-b7fe-47ac-84ff-f052e6572f89,EXCLUDE,EXCLUDE
11e69941-eec4-4b72-b0d1-13c17797e5a4,EXCLUDE,EXCLUDE
11e868f4-78a1-40d6-8d89-a2c8b634f84a,EXCLUDE,EXCLUDE
120ccfec-739e-4a5d-9051-66922fc70ecc,INCLUDE,EXCLUDE
12121515-edbf-40e0-96c9-c59b682756a2,INCLUDE,INCLUDE
1219f473-01d8-4b78-b934-69aff363bc26,INCLUDE,EXCLUDE
12483eb4-d9a6-4442-a6be-267836e7d9d0,INCLUDE,INCLUDE
124983e1-8124-4b54-ac45-70f30bf1546a,EXCLUDE,EXCLUDE
1256573e-5da7-4913-9c4a-d0610512467b,INCLUDE,INCLUDE
126577e4-ca47-4132-b1af-6f023557c4dd,EXCLUDE,EXCLUDE
12684fc0-24ff-410a-8e3b-cb9b8ab23262,EXCLUDE,EXCLUDE
126b11c5-4d04-4eee-b38d-6fec923cbc3b,EXCLUDE,EXCLUDE
127c08a7-22f1-4c11-908b-608de59293e7,EXCLUDE,EXCLUDE
127d4d8a-b3cb-47e7-b38c-3abf33394ab5,EXCLUDE,EXCLUDE
128a2da6-b342-43a8-be1f-37e13fd43f75,EXCLUDE,EXCLUDE
129192d6-9c42-459b-bc55-4df80b3dc96e,EXCLUDE,EXCLUDE
12a76668-7d00-4d39-b74b-e5a8bd094f4e,INCLUDE,EXCLUDE
12a86f60-1f7e-459d-84dd-8f2eaff6b50b,INCLUDE,INCLUDE
12acfb81-b39d-4f04-82b9-612f2cf8cc92,EXCLUDE,EXCLUDE
12af261e-b039-4aa3-9934-02848e42692b,EXCLUDE,EXCLUDE
12b6c23c-9898-45d7-8ecb-9efcfcfe3d94,INCLUDE,INCLUDE
12bd8004-adf0-4f30-81bc-1a1fcd014da5,EXCLUDE,EXCLUDE
12d0a963-35ce-44ba-b78f-9a9601a72e1a,EXCLUDE,EXCLUDE
12d4d8fb-12bd-4ab3-8f86-71a6b121af01,EXCLUDE,EXCLUDE
12d87341-3652-4b9e-b0c5-27d19de7bdb3,INCLUDE,EXCLUDE
12e5a92e-086c-48be-b045-40561cd9af52,EXCLUDE,EXCLUDE
12eef683-5933-4476-9e11-8fe52e0ca83c,EXCLUDE,EXCLUDE
12f7069a-6c1b-4eea-a031-5e10f0ef0d0c,INCLUDE,EXCLUDE
12fb2f7e-068c-4f24-a51d-2a4acede3b4d,EXCLUDE,EXCLUDE
1316dfe5-76a9-41ee-a39d-2028d2fcf9ce,EXCLUDE,EXCLUDE
131963b9-eaaa-43e0-bcc5-cad5c853deb4,INCLUDE,INCLUDE
132a891f-70b1-4697-a4a6-d39ecd1f1160,EXCLUDE,EXCLUDE
133053ba-cbb3-4394-b4fc-20d345197f0a,INCLUDE,INCLUDE
1337ae51-5179-40c4-9ef0-7834d6b451ad,EXCLUDE,EXCLUDE
134d2917-753f-4396-b05e-0d6f1e59f49d,EXCLUDE,EXCLUDE
1350f5e8-6211-41d3-a14f-d59da2a5929e,INCLUDE,INCLUDE
1351ed13-714d-492d-b1ee-60c7536473f9,INCLUDE,INCLUDE
1359cc3f-b6a7-45e1-86e8-9dfccf4543f7,EXCLUDE,EXCLUDE
137131bb-6c22-430a-866b-4606749b2bd1,INCLUDE,INCLUDE
1371f0fd-c28e-428c-b979-d6f5a9831a05,EXCLUDE,EXCLUDE
1384d525-783a-48a8-b534-fa57eeeb9798,INCLUDE,INCLUDE
13870f83-3cd0-4112-9bdf-4c5ce4e5bad6,INCLUDE,INCLUDE
13871f3c-484b-46be-852d-f1b1ba696d71,INCLUDE,INCLUDE
138e0b5e-a113-4e67-8199-961ac93251ab,EXCLUDE,EXCLUDE
13b9302c-5234-459f-8bab-8b36e6b0c87d,EXCLUDE,EXCLUDE
13d27ff2-df4d-45a2-aeef-7fb0d49d3c76,EXCLUDE,EXCLUDE
13dacd1a-7120-40e4-924f-9be5c6adff3b,EXCLUDE,EXCLUDE
13db5bdb-569b-43f4-86fb-ad7c66afd023,EXCLUDE,EXCLUDE
13e47303-3c00-4563-9d19-4c764d52a442,EXCLUDE,EXCLUDE
13fb5496-baca-40f0-8518-7ec40b96607c,EXCLUDE,EXCLUDE
13fd72f6-301c-4b5a-8b6a-2f3e62dd1918,EXCLUDE,EXCLUDE
1415f1dd-b733-4a18-93d8-5e45ba0ff71b,INCLUDE,INCLUDE
14235786-5abd-4e69-be68-9567090ad0c0,EXCLUDE,EXCLUDE
1425088b-ca26-4fe0-b69b-3ca677473804,EXCLUDE,EXCLUDE
14627867-3d71-4455-9276-0931e8d68450,INCLUDE,INCLUDE
1469d99d-a3fb-4a02-bf76-c3967afeb190,EXCLUDE,EXCLUDE
146d4603-db79-4a6d-acd5-d6ef621dd6a7,EXCLUDE,EXCLUDE
1479cfc2-af35-451e-a9f2-b7b4e267ef02,INCLUDE,INCLUDE
147eac03-f2ac-4ffe-8c68-5ffc61ba5c42,EXCLUDE,EXCLUDE
148178b6-80ea-43de-a3d5-4ad075d6c072,EXCLUDE,EXCLUDE
148d915a-8b95-4955-92d4-6e9991eb814c,EXCLUDE,EXCLUDE
1491383a-1329-4764-9e14-3b01d19bf299,INCLUDE,INCLUDE
1498d194-7b7b-4373-a920-d71d80b0f5ef,INCLUDE,INCLUDE
14a8b967-59e0-42e2-9dcd-5b228edfc4c1,EXCLUDE,EXCLUDE
14b6b4f1-516e-4778-aebc-95aa175337c0,EXCLUDE,EXCLUDE
14b926aa-bdba-4e5e-a3ee-eeef3c44d082,EXCLUDE,EXCLUDE
14c69b55-cd04-4e18-94c4-dbca423b3a8f,EXCLUDE,EXCLUDE
14ee3deb-eb4b-4a90-9fc1-b9905fa39a12,EXCLUDE,EXCLUDE
14f1350c-34a8-42c8-82c2-0979213adca6,INCLUDE,EXCLUDE
1505a9db-019c-4e06-a597-b71c8bb9c248,EXCLUDE,EXCLUDE
1507cda7-18b4-408c-a470-d4838e57bf5a,EXCLUDE,EXCLUDE
150a6ebc-6e86-4771-8a84-20f766e32313,EXCLUDE,EXCLUDE
150fb3c7-57e2-4967-844b-2eaa3efce7f7,EXCLUDE,EXCLUDE
1519112c-14c7-4445-976c-2a2c8f4ccf82,EXCLUDE,EXCLUDE
152e7cc0-bb46-4eee-b5bd-695a58124595,EXCLUDE,EXCLUDE
15398ced-898f-4901-ad63-9a09b5e6cb2e,EXCLUDE,EXCLUDE
153a974d-523e-44bf-a5bd-5582a42f8c71,EXCLUDE,EXCLUDE
1548cc9b-e858-45ad-85d5-02f570e019ee,INCLUDE,INCLUDE
1559784d-2f3c-4424-83d3-d7c3f83f3b73,EXCLUDE,EXCLUDE
15685041-9146-4766-b9ef-0a411fdfacca,EXCLUDE,EXCLUDE
156b89dd-a191-43cf-9f0e-55ba685defbc,INCLUDE,INCLUDE
15730bf0-728b-42ed-a6b4-a7c444b11ba6,INCLUDE,INCLUDE
15933b7f-6715-4692-a2c6-09bc562ed7a7,EXCLUDE,INCLUDE
15b77c9e-736b-4e73-9f4e-6980d5ab6975,EXCLUDE,EXCLUDE
15c2afd0-2675-47ee-89c3-e87d4b14036c,INCLUDE,INCLUDE
15d5c204-2ca6-444e-a905-bc94e1505d53,EXCLUDE,EXCLUDE
15e58719-b836-4944-ae92-6539e1ba9360,EXCLUDE,EXCLUDE
15eaa97b-35d1-4944-8393-6ed08dda0712,INCLUDE,INCLUDE
15f7230d-3125-4575-b3d1-5c70516eaad7,EXCLUDE,INCLUDE
1601ba50-dd95-439b-86da-cf1f0f39163e,INCLUDE,INCLUDE
161ca398-c838-4b98-9237-a8c3b6dbe674,EXCLUDE,EXCLUDE
1637be99-af95-4b1f-8a08-121b6122b451,EXCLUDE,EXCLUDE
164cd03e-7a31-4de0-859d-a45f0959cf43,EXCLUDE,EXCLUDE
1653e83c-7c7f-4d26-96e0-69d76ce31771,EXCLUDE,EXCLUDE
1657a697-c7c3-4e68-931c-07f67b018986,INCLUDE,INCLUDE
16609050-c856-4336-8111-e50b1938bfd2,EXCLUDE,EXCLUDE
16622448-9659-4f84-98c9-db5f6c58e4f2,EXCLUDE,EXCLUDE
1666f3f4-941b-4cfe-9a88-0979dcb52b5f,INCLUDE,INCLUDE
166b27e6-aac5-45be-87ff-0b11ebd9289b,EXCLUDE,EXCLUDE
166ea787-a942-437e-96d0-457dc1907fdd,EXCLUDE,EXCLUDE
1674f8c7-0824-4602-8064-728aef56bd2c,EXCLUDE,EXCLUDE
1680d6f3-3058-49ba-82f2-9702c7b548b0,INCLUDE,EXCLUDE
1690d649-bbfd-45a4-899f-c450b00e9243,EXCLUDE,EXCLUDE
169e32da-5706-485d-99f0-f4ce8b70c468,EXCLUDE,EXCLUDE
16a4291c-fb9b-453b-918c-867b5226abd5,EXCLUDE,EXCLUDE
16a7d187-d931-4110-a829-58835b51f87f,EXCLUDE,EXCLUDE
16af79c8-492f-4396-a1b6-004e61727c01,INCLUDE,EXCLUDE
16bdf37a-eaef-4e18-8111-abb17427436a,INCLUDE,INCLUDE
16c106a0-5ff9-4c8b-8ad9-8052525da189,EXCLUDE,EXCLUDE
16f5902f-2c1f-421c-9e3e-14dfc8b02a46,EXCLUDE,EXCLUDE
16f718b4-0d5a-42bb-a887-b57e02d8cc63,EXCLUDE,EXCLUDE
170f0fc7-1c97-4e18-8aaa-6937c66caf10,INCLUDE,INCLUDE
1725a6c9-4969-4222-ab3d-1b8ebbdbce66,INCLUDE,INCLUDE
172bb273-bec9-4730-8f77-e8c0b7a17425,EXCLUDE,INCLUDE
17383d2d-2724-4495-9326-7113b50d865b,EXCLUDE,EXCLUDE
1739c2a4-8273-46e6-976b-316c8e07d485,EXCLUDE,EXCLUDE
174a2f54-02a6-457c-86a7-d7fb0c0a2e3a,EXCLUDE,EXCLUDE
1755f651-2e73-435d-9736-04379cd197ce,EXCLUDE,EXCLUDE
175ac520-ac5e-442c-97c6-60642c0a6523,EXCLUDE,EXCLUDE
175de33d-7f86-48cf-b01c-e93e3a9af2ce,EXCLUDE,EXCLUDE
1762df15-9eb2-4d07-8ecb-c1616c357a08,EXCLUDE,EXCLUDE
176c380f-eccd-4544-b087-834e88d36a46,INCLUDE,INCLUDE
176d09d8-f042-4bb9-b625-33c6d5db2abf,INCLUDE,INCLUDE
1784a7da-b25e-4c43-a506-677f6f955a67,INCLUDE,INCLUDE
17867fd6-0611-4705-a91a-5f2000a75085,EXCLUDE,EXCLUDE
1787f102-f9ef-4662-8d05-ce0fd4839bce,EXCLUDE,EXCLUDE
178e6a22-dde7-4dad-875e-ee2bc9d9437a,EXCLUDE,EXCLUDE
178f7faa-88f9-4575-ad9f-0f607d8ab8ff,EXCLUDE,EXCLUDE
1791f28b-bccd-4dbc-a3d7-6bf0b13ac6ab,EXCLUDE,EXCLUDE
17956bca-52aa-45bb-a210-240252441462,INCLUDE,INCLUDE
17a009ba-53fc-4e24-bfc7-c5402240c798,EXCLUDE,EXCLUDE
17bb66fe-7357-4aaa-8532-351ca76db9ec,INCLUDE,INCLUDE
17bc6407-7c5c-44a8-8f2d-953edf67c455,EXCLUDE,EXCLUDE
17c57c43-b7ae-4025-b5dc-62e50cf4f6e8,EXCLUDE,EXCLUDE
17ce58c1-464f-4513-aed0-98e51617a319,EXCLUDE,EXCLUDE
17d61309-e6e6-466d-89ae-820ee171c047,INCLUDE,INCLUDE
17eb98e8-f26e-441a-b822-37272d1a34c7,EXCLUDE,EXCLUDE
17f41a8e-a1d5-47f6-9728-172b6665374f,EXCLUDE,EXCLUDE
17f60869-1abf-4cdc-ab67-6abb8530bbff,EXCLUDE,EXCLUDE
17fd5fb8-aa56-4c00-8e39-b2c5b4434f8c,INCLUDE,INCLUDE
180241c6-81e9-406f-86f8-cacb6eae64ba,EXCLUDE,EXCLUDE
1803bc75-8705-46a3-aa64-c75f0b7e62d2,EXCLUDE,EXCLUDE
1804777f-f7d4-4e03-a764-945b1535b962,EXCLUDE,INCLUDE
180db362-557f-4da2-b449-e6ec7416188e,INCLUDE,EXCLUDE
18114c4e-e0d3-44a9-9c95-ab1472c1bc9a,EXCLUDE,EXCLUDE
1814ac21-5b60-4a64-a0c3-ba99c970c726,EXCLUDE,EXCLUDE
181c6832-02ee-4e70-85bd-fb52e1448996,EXCLUDE,EXCLUDE
18279c80-7b84-4ec7-9eec-a220de8a28b8,INCLUDE,INCLUDE
1827b6d7-da4d-48a1-975f-2d6d7e56156d,EXCLUDE,EXCLUDE
1828946a-6652-45d8-a830-64573c0af924,EXCLUDE,EXCLUDE
182b6f84-7adb-4e34-8749-4626a4c4fa21,EXCLUDE,EXCLUDE
18317354-361a-42ca-94a0-f19d1b8e3612,INCLUDE,INCLUDE
18363f5c-9b13-4727-86df-ede50d7d6b32,EXCLUDE,EXCLUDE
1839a187-078b-4575-83df-e1a8e480152e,EXCLUDE,EXCLUDE
183f7fc4-7350-485c-b258-1f70968d51b2,EXCLUDE,EXCLUDE
183fa921-471b-4d89-a1fd-af30881188d8,EXCLUDE,EXCLUDE
1844c15a-3742-413e-b1f4-55e0cf3d7bdf,EXCLUDE,EXCLUDE
18458c96-a955-433f-a754-bb425ac79308,EXCLUDE,EXCLUDE
184d5470-4038-4f60-b6c9-0fb3ed87778e,EXCLUDE,EXCLUDE
1850b3e2-a7ae-4b17-9b69-f48e3f74cb61,EXCLUDE,EXCLUDE
18531981-db69-4038-83bc-ca5cc49103d3,EXCLUDE,EXCLUDE
185ef8bb-e988-4a7e-985b-333bdc6056cc,EXCLUDE,EXCLUDE
185f7723-8c13-4dfd-8b06-6feb0e3f67c9,INCLUDE,EXCLUDE
18685f36-d119-4db5-ac09-c4789398915e,EXCLUDE,EXCLUDE
186a0cec-bca4-4ffb-9105-db6ff8b61f6b,INCLUDE,INCLUDE
188b0ee9-72a8-4635-94ee-327b68e0ee8e,INCLUDE,EXCLUDE
18938e14-2add-4a5e-b7a5-6701c8bc8028,INCLUDE,INCLUDE
18952aeb-64a4-4cf1-8a87-acd65e6b1d95,INCLUDE,INCLUDE
1898c8f6-be99-49f8-9356-68c9e8c01afe,INCLUDE,EXCLUDE
18adffcd-2b97-445e-a41a-a0d29840a250,EXCLUDE,EXCLUDE
18b31cc5-8131-46ad-829f-e10c27d816da,INCLUDE,INCLUDE
18be243a-ab8a-4ad2-a6b4-67f0d39d24f3,INCLUDE,INCLUDE
18c53608-0d9d-46d6-84b8-edde2a7a8ce5,EXCLUDE,EXCLUDE
18c7f427-7187-4ef6-9c52-31845bc5a5fa,EXCLUDE,EXCLUDE
19060fa7-4a36-4941-9c6c-6be0536d20bb,EXCLUDE,EXCLUDE
19096d82-c6a7-4dc0-82a7-09fa2a2cfab1,INCLUDE,INCLUDE
19121106-eaf4-4aa3-af6f-e36cec4c049c,EXCLUDE,EXCLUDE
19187846-2b1d-4f3c-bc24-70dff435d6ff,EXCLUDE,EXCLUDE
191ab503-b45d-41d4-b725-7d2b1f3e98aa,EXCLUDE,EXCLUDE
1920342f-8709-4258-848e-e3060414256c,EXCLUDE,INCLUDE
1921a2b8-eefb-47c8-9bbd-73b084fea0cb,INCLUDE,INCLUDE
1934206a-db93-4c49-9afe-10b7b65253cc,EXCLUDE,EXCLUDE
193e4568-07bf-4f6e-bae6-259e18cfbc18,EXCLUDE,EXCLUDE
194610b3-f378-4af6-83e6-5b24ad2fddb3,INCLUDE,INCLUDE
196b83b4-60a8-4452-97f8-8c1ae21fa00f,EXCLUDE,INCLUDE
196c3fa3-0a5d-4bb8-8c99-1293247cb048,EXCLUDE,EXCLUDE
196f2111-c1a7-4c7c-913e-e0bc70587f39,INCLUDE,INCLUDE
1976ece4-d739-4a92-a02d-ca1985ded9a0,EXCLUDE,INCLUDE
1978d082-9cce-467a-9672-5310ddd6296a,EXCLUDE,EXCLUDE
197cca4f-e9cb-4c8c-b521-fed658e7b299,INCLUDE,INCLUDE
19895c1e-080e-4a79-89d4-485aa26bb3a3,INCLUDE,INCLUDE
19a7d52d-c4ef-4852-bcfe-795a96deb4a3,EXCLUDE,EXCLUDE
19af93cf-519f-45be-a390-6c540cf77e85,INCLUDE,INCLUDE
19b639f7-fe44-4776-b16f-cdf7985f6339,INCLUDE,INCLUDE
19b957a0-61cd-465b-9823-beaffc15d495,INCLUDE,INCLUDE
19d1e9d9-ae58-410a-ac5e-3a7025226107,EXCLUDE,EXCLUDE
19d65927-cef3-4d4e-a8dd-08d7a66796c6,INCLUDE,INCLUDE
19ea6aee-2172-4b5a-9874-cf3050d8e474,EXCLUDE,EXCLUDE
19ee143a-8247-4172-9d85-09f5f2dada88,EXCLUDE,EXCLUDE
19f46d23-300d-4842-8e33-a5f9bdc91751,EXCLUDE,EXCLUDE
19fe1729-3072-44d3-9475-9bb290ab7306,EXCLUDE,EXCLUDE
19ff716e-0fbf-4d65-bd12-9f2006b4a1c7,EXCLUDE,EXCLUDE
1a09f4c0-5fac-4741-84d6-401deebd62ae,EXCLUDE,EXCLUDE
1a517b12-0c7d-49b4-a7f6-7e7466e2c776,EXCLUDE,EXCLUDE
1a538b56-efdd-4d7d-b49a-a817172a214e,EXCLUDE,EXCLUDE
1a9cf1ae-edb9-45b3-bf10-7d0870611818,EXCLUDE,EXCLUDE
1aa5fb49-acd3-481e-9d3a-b2407c1a8af0,EXCLUDE,EXCLUDE
1aa6c26f-04be-4b42-8230-c6b655ae7b4a,EXCLUDE,EXCLUDE
1aace31b-809b-4caa-9243-77c1ab02b010,EXCLUDE,EXCLUDE
1aadd877-343a-4064-b3ca-f90ef56e14b3,INCLUDE,INCLUDE
1ab18dd3-6669-414c-957a-994c8bd07302,INCLUDE,INCLUDE
1abd3147-2337-4a00-b118-c26cfeda078a,INCLUDE,INCLUDE
1ac83250-5de3-4f50-8e03-58f46b4ff35e,EXCLUDE,EXCLUDE
1ad1efe1-aafb-4818-be57-d4eff1da74f5,EXCLUDE,EXCLUDE
1ade78d1-0a44-41d7-900f-5542951eec31,EXCLUDE,INCLUDE
1ae5fac7-1b36-4187-a648-36221eaced90,EXCLUDE,EXCLUDE
1aee5632-7cff-4767-b122-d7014820a21f,EXCLUDE,EXCLUDE
1af46158-9239-416d-84f5-a24ab8a6d094,EXCLUDE,EXCLUDE
1affded0-e222-408b-a886-46754ad86442,EXCLUDE,EXCLUDE
1b11cd7c-6e30-4be5-a08f-97d6962703ee,INCLUDE,INCLUDE
1b2f19c2-2575-44b9-9604-e366a73630e3,EXCLUDE,EXCLUDE
1b2ff3d3-2434-4ac6-85e9-5f5b3709fb7a,EXCLUDE,EXCLUDE
1b31c235-45ed-4a17-a89c-f8c805f7db0e,INCLUDE,INCLUDE
1b4b2ab4-c99c-4f5d-9001-0ac4978487c8,EXCLUDE,EXCLUDE
1b50eacc-8fe4-4e4a-b14b-0557bdbdfa7d,EXCLUDE,EXCLUDE
1b59ea59-a83c-42ac-b4c1-771197e9dec3,EXCLUDE,EXCLUDE
1b92c354-3c36-4c55-bb08-ef465bc9e38a,INCLUDE,EXCLUDE
