,SIMPLE_Decision,SELECTION_Decision,COT_Decision
0f0254f1-7a89-4999-b473-f8303ff52bac,INCLUDE,INCLUDE,INCLUDE
0f0a0cd6-79cc-454e-aa07-a68d2a4c15f4,INCLUDE,EXCLUDE,EXCLUDE
0f0b07d6-59ed-4760-873e-363dbac49521,INCLUDE,INCLUDE,INCLUDE
0f0bd9a8-8bf6-45ef-99dd-32441d411e7f,INCLUDE,INCLUDE,INCLUDE
0f0d8b3c-fb1c-4804-bf06-5bfeb59cf718,EXCLUDE,EXCLUDE,EXCLUDE
0f1c42cd-0a54-4114-85a0-ccbb6b815b36,EXCLUDE,EXCLUDE,EXCLUDE
0f299044-a904-451e-86ef-c0acf6b42150,INCLUDE,EXCLUDE,EXCLUDE
0f4d092d-cdad-4d8b-a597-a9cb78a53316,INCLUDE,INCLUDE,INCLUDE
0f57d707-cf31-4375-b3da-b1bbcd0c43ed,INCLUDE,EXCLUDE,EXCLUDE
0f5b212b-3a60-418c-aeb2-a4989f7110d1,INCLUDE,EXCLUDE,INCLUDE
0f5d8fff-912d-4fcd-ac49-d994e06098a3,EXCLUDE,EXCLUDE,EXCLUDE
0f8014a6-b431-45aa-a32b-01cd0e588c4a,INCLUDE,EXCLUDE,EXCLUDE
0f8168f8-2acb-465d-8cb1-4d6fb8c264e0,EXCLUDE,EXCLUDE,EXCLUDE
0f9b0cc7-1121-4656-8c34-4f16f9c2290a,EXCLUDE,EXCLUDE,EXCLUDE
0f9ece8a-0d36-4767-b0df-3f9765e2dce8,EXCLUDE,EXCLUDE,EXCLUDE
0facb537-3e08-4e2e-aabf-bc035a4fcf70,EXCLUDE,EXCLUDE,EXCLUDE
0fb2dda7-4f60-465b-9bf3-f006ba209e05,INCLUDE,EXCLUDE,EXCLUDE
0fd70394-eac5-4183-8769-327940253cdb,INCLUDE,INCLUDE,INCLUDE
100622a6-6de3-45c0-9a98-7c406d7f5cde,EXCLUDE,EXCLUDE,EXCLUDE
101f3f9d-26fe-40a8-a685-20aa2c9206d4,EXCLUDE,EXCLUDE,EXCLUDE
1044763c-eda7-471c-bfcc-ed93a677d80d,EXCLUDE,EXCLUDE,EXCLUDE
104beaa8-addf-4f6e-91be-cbcca5fb2e97,EXCLUDE,EXCLUDE,EXCLUDE
105bb3d3-d3c9-4bab-90c2-4e2c59b2b59e,EXCLUDE,EXCLUDE,EXCLUDE
106e63c1-0019-49c2-9994-e3afad9f5477,EXCLUDE,EXCLUDE,EXCLUDE
1086a87f-4f51-4f2a-8bf1-d17c7ab969f6,INCLUDE,INCLUDE,INCLUDE
108a2066-d96f-41c5-812d-3c69d6c4917d,INCLUDE,EXCLUDE,INCLUDE
1095133c-88c8-4d99-8f06-3db4e6828a7b,INCLUDE,EXCLUDE,INCLUDE
1095d02e-d14a-4966-9953-ec8a9f45ac9c,INCLUDE,EXCLUDE,EXCLUDE
10a07e4f-e12b-4b14-a17e-196ee8eacda4,EXCLUDE,EXCLUDE,EXCLUDE
10a20eab-56fc-4520-8a2b-d8ef308b37f6,INCLUDE,INCLUDE,INCLUDE
10b1c63c-f778-4092-ac01-1e8ca87809e6,INCLUDE,EXCLUDE,INCLUDE
10b8a793-5b5d-4b61-8412-3c7881d71bcc,EXCLUDE,EXCLUDE,EXCLUDE
10bfeea8-e382-4b41-81ed-218706f9ca61,INCLUDE,INCLUDE,INCLUDE
10cbec86-b852-409d-9735-4b126fd155b6,EXCLUDE,EXCLUDE,EXCLUDE
10d69c99-ff06-44c3-a3df-50ffe45ed32a,EXCLUDE,EXCLUDE,EXCLUDE
10e93492-a29e-4d2d-b8fd-f38f274837d8,INCLUDE,INCLUDE,INCLUDE
10ec4687-8f22-4d84-941e-2f4fc3f47216,EXCLUDE,EXCLUDE,EXCLUDE
10f78564-4646-4f93-add7-d2eaf63e22f3,EXCLUDE,EXCLUDE,EXCLUDE
10fd2a0a-3f54-4ad4-a8fa-0f276028304a,INCLUDE,INCLUDE,INCLUDE
1104ae56-bdd6-4f25-ba55-923378a23324,EXCLUDE,EXCLUDE,EXCLUDE
1107ab99-a3d9-4903-87a5-286c314b2034,EXCLUDE,EXCLUDE,EXCLUDE
1118b0f2-73a8-49b6-8c0e-ac1c0393d54a,EXCLUDE,EXCLUDE,EXCLUDE
11273bb3-504f-47ae-86e2-8b90e233464f,EXCLUDE,EXCLUDE,EXCLUDE
1136f088-f11c-41d3-bd73-a0dbf968282c,INCLUDE,INCLUDE,INCLUDE
113ed9ee-6bbe-495a-a351-89469c2aab45,EXCLUDE,EXCLUDE,EXCLUDE
114205ff-f02b-437e-a5c6-ffb61862c678,INCLUDE,INCLUDE,INCLUDE
11440756-d898-4407-be2a-8446391b006e,INCLUDE,INCLUDE,INCLUDE
114f6120-fecf-4af0-835f-f52be0eb25ac,INCLUDE,EXCLUDE,EXCLUDE
114ff2c3-562a-4e68-a474-8199d7f0579a,EXCLUDE,EXCLUDE,EXCLUDE
115a80de-bd0e-4de3-8618-5442f79e5c50,EXCLUDE,EXCLUDE,EXCLUDE
1172151e-7834-449a-bfca-58aad18f2ec2,EXCLUDE,EXCLUDE,EXCLUDE
1182bd24-e6c0-431d-82ec-e508623882a2,EXCLUDE,EXCLUDE,EXCLUDE
1190c4ef-1cd5-48a4-8b7a-bb973ba1ca4b,INCLUDE,EXCLUDE,EXCLUDE
1198a0c4-9e63-43e4-9723-64c9fc8f418f,EXCLUDE,EXCLUDE,EXCLUDE
119c9284-9804-4095-b595-8bf5db56fc75,INCLUDE,INCLUDE,INCLUDE
11c5fd8f-57f4-4d6f-93e8-c5c16e4c26d2,EXCLUDE,EXCLUDE,EXCLUDE
11cf2360-58b5-40f2-8166-a85e40b679a1,EXCLUDE,EXCLUDE,EXCLUDE
11d86f9f-0ec6-4268-970f-a8e0f73e859c,INCLUDE,INCLUDE,EXCLUDE
11e69941-eec4-4b72-b0d1-13c17797e5a4,EXCLUDE,EXCLUDE,EXCLUDE
11e868f4-78a1-40d6-8d89-a2c8b634f84a,EXCLUDE,EXCLUDE,EXCLUDE
12483eb4-d9a6-4442-a6be-267836e7d9d0,INCLUDE,INCLUDE,INCLUDE
124983e1-8124-4b54-ac45-70f30bf1546a,INCLUDE,EXCLUDE,EXCLUDE
1256573e-5da7-4913-9c4a-d0610512467b,INCLUDE,INCLUDE,INCLUDE
126577e4-ca47-4132-b1af-6f023557c4dd,INCLUDE,EXCLUDE,EXCLUDE
126b11c5-4d04-4eee-b38d-6fec923cbc3b,EXCLUDE,EXCLUDE,EXCLUDE
127c08a7-22f1-4c11-908b-608de59293e7,INCLUDE,EXCLUDE,EXCLUDE
127d4d8a-b3cb-47e7-b38c-3abf33394ab5,EXCLUDE,EXCLUDE,EXCLUDE
128a2da6-b342-43a8-be1f-37e13fd43f75,EXCLUDE,EXCLUDE,EXCLUDE
129192d6-9c42-459b-bc55-4df80b3dc96e,INCLUDE,EXCLUDE,EXCLUDE
12a86f60-1f7e-459d-84dd-8f2eaff6b50b,INCLUDE,INCLUDE,INCLUDE
12acfb81-b39d-4f04-82b9-612f2cf8cc92,EXCLUDE,EXCLUDE,EXCLUDE
12af261e-b039-4aa3-9934-02848e42692b,EXCLUDE,EXCLUDE,EXCLUDE
12b6c23c-9898-45d7-8ecb-9efcfcfe3d94,INCLUDE,INCLUDE,INCLUDE
12bd8004-adf0-4f30-81bc-1a1fcd014da5,EXCLUDE,EXCLUDE,EXCLUDE
12d0a963-35ce-44ba-b78f-9a9601a72e1a,INCLUDE,EXCLUDE,EXCLUDE
12d4d8fb-12bd-4ab3-8f86-71a6b121af01,INCLUDE,EXCLUDE,EXCLUDE
12e5a92e-086c-48be-b045-40561cd9af52,EXCLUDE,EXCLUDE,EXCLUDE
12fb2f7e-068c-4f24-a51d-2a4acede3b4d,EXCLUDE,EXCLUDE,EXCLUDE
1316dfe5-76a9-41ee-a39d-2028d2fcf9ce,EXCLUDE,EXCLUDE,EXCLUDE
131963b9-eaaa-43e0-bcc5-cad5c853deb4,INCLUDE,INCLUDE,INCLUDE
132a891f-70b1-4697-a4a6-d39ecd1f1160,EXCLUDE,EXCLUDE,EXCLUDE
133053ba-cbb3-4394-b4fc-20d345197f0a,INCLUDE,INCLUDE,INCLUDE
134d2917-753f-4396-b05e-0d6f1e59f49d,EXCLUDE,EXCLUDE,EXCLUDE
1351ed13-714d-492d-b1ee-60c7536473f9,INCLUDE,INCLUDE,INCLUDE
1359cc3f-b6a7-45e1-86e8-9dfccf4543f7,EXCLUDE,EXCLUDE,EXCLUDE
137131bb-6c22-430a-866b-4606749b2bd1,INCLUDE,INCLUDE,INCLUDE
1371f0fd-c28e-428c-b979-d6f5a9831a05,EXCLUDE,EXCLUDE,EXCLUDE
1384d525-783a-48a8-b534-fa57eeeb9798,INCLUDE,INCLUDE,INCLUDE
13871f3c-484b-46be-852d-f1b1ba696d71,INCLUDE,INCLUDE,INCLUDE
138e0b5e-a113-4e67-8199-961ac93251ab,INCLUDE,EXCLUDE,EXCLUDE
13b9302c-5234-459f-8bab-8b36e6b0c87d,EXCLUDE,EXCLUDE,EXCLUDE
13d27ff2-df4d-45a2-aeef-7fb0d49d3c76,INCLUDE,EXCLUDE,EXCLUDE
13db5bdb-569b-43f4-86fb-ad7c66afd023,INCLUDE,EXCLUDE,EXCLUDE
13e47303-3c00-4563-9d19-4c764d52a442,INCLUDE,EXCLUDE,EXCLUDE
13fb5496-baca-40f0-8518-7ec40b96607c,EXCLUDE,EXCLUDE,EXCLUDE
13fd72f6-301c-4b5a-8b6a-2f3e62dd1918,EXCLUDE,EXCLUDE,EXCLUDE
1415f1dd-b733-4a18-93d8-5e45ba0ff71b,INCLUDE,INCLUDE,INCLUDE
14235786-5abd-4e69-be68-9567090ad0c0,EXCLUDE,EXCLUDE,EXCLUDE
1425088b-ca26-4fe0-b69b-3ca677473804,EXCLUDE,EXCLUDE,EXCLUDE
1469d99d-a3fb-4a02-bf76-c3967afeb190,EXCLUDE,EXCLUDE,EXCLUDE
1479cfc2-af35-451e-a9f2-b7b4e267ef02,INCLUDE,INCLUDE,INCLUDE
147eac03-f2ac-4ffe-8c68-5ffc61ba5c42,EXCLUDE,EXCLUDE,EXCLUDE
148d915a-8b95-4955-92d4-6e9991eb814c,INCLUDE,EXCLUDE,EXCLUDE
1491383a-1329-4764-9e14-3b01d19bf299,INCLUDE,INCLUDE,INCLUDE
1498d194-7b7b-4373-a920-d71d80b0f5ef,INCLUDE,INCLUDE,INCLUDE
14b6b4f1-516e-4778-aebc-95aa175337c0,EXCLUDE,EXCLUDE,EXCLUDE
14b926aa-bdba-4e5e-a3ee-eeef3c44d082,EXCLUDE,EXCLUDE,EXCLUDE
14c69b55-cd04-4e18-94c4-dbca423b3a8f,EXCLUDE,EXCLUDE,EXCLUDE
14ee3deb-eb4b-4a90-9fc1-b9905fa39a12,INCLUDE,EXCLUDE,EXCLUDE
1507cda7-18b4-408c-a470-d4838e57bf5a,EXCLUDE,EXCLUDE,EXCLUDE
150a6ebc-6e86-4771-8a84-20f766e32313,EXCLUDE,EXCLUDE,EXCLUDE
150fb3c7-57e2-4967-844b-2eaa3efce7f7,EXCLUDE,EXCLUDE,EXCLUDE
15398ced-898f-4901-ad63-9a09b5e6cb2e,EXCLUDE,EXCLUDE,EXCLUDE
153a974d-523e-44bf-a5bd-5582a42f8c71,EXCLUDE,EXCLUDE,EXCLUDE
1548cc9b-e858-45ad-85d5-02f570e019ee,INCLUDE,INCLUDE,INCLUDE
1559784d-2f3c-4424-83d3-d7c3f83f3b73,INCLUDE,EXCLUDE,EXCLUDE
156b89dd-a191-43cf-9f0e-55ba685defbc,INCLUDE,INCLUDE,INCLUDE
15933b7f-6715-4692-a2c6-09bc562ed7a7,EXCLUDE,EXCLUDE,INCLUDE
15b77c9e-736b-4e73-9f4e-6980d5ab6975,EXCLUDE,EXCLUDE,EXCLUDE
15c2afd0-2675-47ee-89c3-e87d4b14036c,INCLUDE,INCLUDE,INCLUDE
15d5c204-2ca6-444e-a905-bc94e1505d53,EXCLUDE,EXCLUDE,EXCLUDE
15e58719-b836-4944-ae92-6539e1ba9360,EXCLUDE,EXCLUDE,EXCLUDE
15f7230d-3125-4575-b3d1-5c70516eaad7,INCLUDE,EXCLUDE,INCLUDE
161ca398-c838-4b98-9237-a8c3b6dbe674,EXCLUDE,EXCLUDE,EXCLUDE
1637be99-af95-4b1f-8a08-121b6122b451,EXCLUDE,EXCLUDE,EXCLUDE
1653e83c-7c7f-4d26-96e0-69d76ce31771,EXCLUDE,EXCLUDE,EXCLUDE
1657a697-c7c3-4e68-931c-07f67b018986,INCLUDE,INCLUDE,INCLUDE
16622448-9659-4f84-98c9-db5f6c58e4f2,EXCLUDE,EXCLUDE,EXCLUDE
166b27e6-aac5-45be-87ff-0b11ebd9289b,EXCLUDE,EXCLUDE,EXCLUDE
1674f8c7-0824-4602-8064-728aef56bd2c,EXCLUDE,EXCLUDE,EXCLUDE
1690d649-bbfd-45a4-899f-c450b00e9243,EXCLUDE,EXCLUDE,EXCLUDE
169e32da-5706-485d-99f0-f4ce8b70c468,EXCLUDE,EXCLUDE,EXCLUDE
16a4291c-fb9b-453b-918c-867b5226abd5,EXCLUDE,EXCLUDE,EXCLUDE
16a7d187-d931-4110-a829-58835b51f87f,EXCLUDE,EXCLUDE,EXCLUDE
16c106a0-5ff9-4c8b-8ad9-8052525da189,EXCLUDE,EXCLUDE,EXCLUDE
16f5902f-2c1f-421c-9e3e-14dfc8b02a46,EXCLUDE,EXCLUDE,EXCLUDE
16f718b4-0d5a-42bb-a887-b57e02d8cc63,INCLUDE,EXCLUDE,EXCLUDE
1725a6c9-4969-4222-ab3d-1b8ebbdbce66,INCLUDE,INCLUDE,INCLUDE
172bb273-bec9-4730-8f77-e8c0b7a17425,INCLUDE,EXCLUDE,INCLUDE
17383d2d-2724-4495-9326-7113b50d865b,EXCLUDE,EXCLUDE,EXCLUDE
1739c2a4-8273-46e6-976b-316c8e07d485,INCLUDE,EXCLUDE,EXCLUDE
174a2f54-02a6-457c-86a7-d7fb0c0a2e3a,EXCLUDE,EXCLUDE,EXCLUDE
175ac520-ac5e-442c-97c6-60642c0a6523,EXCLUDE,EXCLUDE,EXCLUDE
175de33d-7f86-48cf-b01c-e93e3a9af2ce,EXCLUDE,EXCLUDE,EXCLUDE
1762df15-9eb2-4d07-8ecb-c1616c357a08,EXCLUDE,EXCLUDE,EXCLUDE
176c380f-eccd-4544-b087-834e88d36a46,INCLUDE,INCLUDE,INCLUDE
176d09d8-f042-4bb9-b625-33c6d5db2abf,INCLUDE,INCLUDE,INCLUDE
1784a7da-b25e-4c43-a506-677f6f955a67,INCLUDE,INCLUDE,INCLUDE
17867fd6-0611-4705-a91a-5f2000a75085,EXCLUDE,EXCLUDE,EXCLUDE
1787f102-f9ef-4662-8d05-ce0fd4839bce,INCLUDE,EXCLUDE,EXCLUDE
178e6a22-dde7-4dad-875e-ee2bc9d9437a,EXCLUDE,EXCLUDE,EXCLUDE
178f7faa-88f9-4575-ad9f-0f607d8ab8ff,EXCLUDE,EXCLUDE,EXCLUDE
17a009ba-53fc-4e24-bfc7-c5402240c798,EXCLUDE,EXCLUDE,EXCLUDE
17bc6407-7c5c-44a8-8f2d-953edf67c455,EXCLUDE,EXCLUDE,EXCLUDE
17c57c43-b7ae-4025-b5dc-62e50cf4f6e8,EXCLUDE,EXCLUDE,EXCLUDE
17ce58c1-464f-4513-aed0-98e51617a319,EXCLUDE,EXCLUDE,EXCLUDE
17d61309-e6e6-466d-89ae-820ee171c047,INCLUDE,INCLUDE,INCLUDE
17eb98e8-f26e-441a-b822-37272d1a34c7,EXCLUDE,EXCLUDE,EXCLUDE
17f41a8e-a1d5-47f6-9728-172b6665374f,INCLUDE,EXCLUDE,EXCLUDE
17f60869-1abf-4cdc-ab67-6abb8530bbff,EXCLUDE,EXCLUDE,EXCLUDE
17fd5fb8-aa56-4c00-8e39-b2c5b4434f8c,INCLUDE,INCLUDE,INCLUDE
1803bc75-8705-46a3-aa64-c75f0b7e62d2,INCLUDE,EXCLUDE,EXCLUDE
1804777f-f7d4-4e03-a764-945b1535b962,INCLUDE,EXCLUDE,INCLUDE
18114c4e-e0d3-44a9-9c95-ab1472c1bc9a,EXCLUDE,EXCLUDE,EXCLUDE
181c6832-02ee-4e70-85bd-fb52e1448996,EXCLUDE,EXCLUDE,EXCLUDE
1828946a-6652-45d8-a830-64573c0af924,EXCLUDE,EXCLUDE,EXCLUDE
182b6f84-7adb-4e34-8749-4626a4c4fa21,EXCLUDE,EXCLUDE,EXCLUDE
18317354-361a-42ca-94a0-f19d1b8e3612,INCLUDE,INCLUDE,INCLUDE
18363f5c-9b13-4727-86df-ede50d7d6b32,INCLUDE,EXCLUDE,EXCLUDE
1839a187-078b-4575-83df-e1a8e480152e,INCLUDE,EXCLUDE,EXCLUDE
183f7fc4-7350-485c-b258-1f70968d51b2,INCLUDE,EXCLUDE,EXCLUDE
183fa921-471b-4d89-a1fd-af30881188d8,EXCLUDE,EXCLUDE,EXCLUDE
1844c15a-3742-413e-b1f4-55e0cf3d7bdf,EXCLUDE,EXCLUDE,EXCLUDE
18458c96-a955-433f-a754-bb425ac79308,INCLUDE,EXCLUDE,EXCLUDE
184d5470-4038-4f60-b6c9-0fb3ed87778e,EXCLUDE,EXCLUDE,EXCLUDE
1850b3e2-a7ae-4b17-9b69-f48e3f74cb61,INCLUDE,EXCLUDE,EXCLUDE
185ef8bb-e988-4a7e-985b-333bdc6056cc,EXCLUDE,EXCLUDE,EXCLUDE
185f7723-8c13-4dfd-8b06-6feb0e3f67c9,INCLUDE,INCLUDE,EXCLUDE
18685f36-d119-4db5-ac09-c4789398915e,INCLUDE,EXCLUDE,EXCLUDE
18938e14-2add-4a5e-b7a5-6701c8bc8028,INCLUDE,INCLUDE,INCLUDE
18adffcd-2b97-445e-a41a-a0d29840a250,INCLUDE,EXCLUDE,EXCLUDE
18b31cc5-8131-46ad-829f-e10c27d816da,INCLUDE,INCLUDE,INCLUDE
18c53608-0d9d-46d6-84b8-edde2a7a8ce5,EXCLUDE,EXCLUDE,EXCLUDE
18c7f427-7187-4ef6-9c52-31845bc5a5fa,EXCLUDE,EXCLUDE,EXCLUDE
19060fa7-4a36-4941-9c6c-6be0536d20bb,EXCLUDE,EXCLUDE,EXCLUDE
19096d82-c6a7-4dc0-82a7-09fa2a2cfab1,INCLUDE,INCLUDE,INCLUDE
19121106-eaf4-4aa3-af6f-e36cec4c049c,INCLUDE,EXCLUDE,EXCLUDE
19187846-2b1d-4f3c-bc24-70dff435d6ff,EXCLUDE,EXCLUDE,EXCLUDE
191ab503-b45d-41d4-b725-7d2b1f3e98aa,EXCLUDE,EXCLUDE,EXCLUDE
1920342f-8709-4258-848e-e3060414256c,INCLUDE,EXCLUDE,INCLUDE
1921a2b8-eefb-47c8-9bbd-73b084fea0cb,INCLUDE,INCLUDE,INCLUDE
1934206a-db93-4c49-9afe-10b7b65253cc,INCLUDE,EXCLUDE,EXCLUDE
193e4568-07bf-4f6e-bae6-259e18cfbc18,INCLUDE,EXCLUDE,EXCLUDE
196b83b4-60a8-4452-97f8-8c1ae21fa00f,EXCLUDE,EXCLUDE,INCLUDE
196c3fa3-0a5d-4bb8-8c99-1293247cb048,INCLUDE,EXCLUDE,EXCLUDE
1976ece4-d739-4a92-a02d-ca1985ded9a0,INCLUDE,EXCLUDE,INCLUDE
1978d082-9cce-467a-9672-5310ddd6296a,EXCLUDE,EXCLUDE,EXCLUDE
197cca4f-e9cb-4c8c-b521-fed658e7b299,INCLUDE,INCLUDE,INCLUDE
19a7d52d-c4ef-4852-bcfe-795a96deb4a3,EXCLUDE,EXCLUDE,EXCLUDE
19b639f7-fe44-4776-b16f-cdf7985f6339,INCLUDE,INCLUDE,INCLUDE
19d1e9d9-ae58-410a-ac5e-3a7025226107,INCLUDE,EXCLUDE,EXCLUDE
19d65927-cef3-4d4e-a8dd-08d7a66796c6,INCLUDE,INCLUDE,INCLUDE
19ea6aee-2172-4b5a-9874-cf3050d8e474,EXCLUDE,EXCLUDE,EXCLUDE
19f46d23-300d-4842-8e33-a5f9bdc91751,EXCLUDE,EXCLUDE,EXCLUDE
19fe1729-3072-44d3-9475-9bb290ab7306,EXCLUDE,EXCLUDE,EXCLUDE
19ff716e-0fbf-4d65-bd12-9f2006b4a1c7,EXCLUDE,EXCLUDE,EXCLUDE
1a09f4c0-5fac-4741-84d6-401deebd62ae,EXCLUDE,EXCLUDE,EXCLUDE
1a517b12-0c7d-49b4-a7f6-7e7466e2c776,EXCLUDE,EXCLUDE,EXCLUDE
1a538b56-efdd-4d7d-b49a-a817172a214e,EXCLUDE,EXCLUDE,EXCLUDE
1aa6c26f-04be-4b42-8230-c6b655ae7b4a,EXCLUDE,EXCLUDE,EXCLUDE
1aace31b-809b-4caa-9243-77c1ab02b010,EXCLUDE,EXCLUDE,EXCLUDE
1abd3147-2337-4a00-b118-c26cfeda078a,INCLUDE,INCLUDE,INCLUDE
1ad1efe1-aafb-4818-be57-d4eff1da74f5,EXCLUDE,EXCLUDE,EXCLUDE
1ade78d1-0a44-41d7-900f-5542951eec31,INCLUDE,EXCLUDE,INCLUDE
1ae5fac7-1b36-4187-a648-36221eaced90,INCLUDE,EXCLUDE,EXCLUDE
1aee5632-7cff-4767-b122-d7014820a21f,EXCLUDE,EXCLUDE,EXCLUDE
1b11cd7c-6e30-4be5-a08f-97d6962703ee,INCLUDE,INCLUDE,INCLUDE
1b2f19c2-2575-44b9-9604-e366a73630e3,EXCLUDE,EXCLUDE,EXCLUDE
1b2ff3d3-2434-4ac6-85e9-5f5b3709fb7a,EXCLUDE,EXCLUDE,EXCLUDE
1b31c235-45ed-4a17-a89c-f8c805f7db0e,INCLUDE,INCLUDE,INCLUDE
1b4b2ab4-c99c-4f5d-9001-0ac4978487c8,EXCLUDE,EXCLUDE,EXCLUDE
1b50eacc-8fe4-4e4a-b14b-0557bdbdfa7d,INCLUDE,EXCLUDE,EXCLUDE
1b59ea59-a83c-42ac-b4c1-771197e9dec3,EXCLUDE,EXCLUDE,EXCLUDE
1b9a6336-6477-4bab-8746-c90358d57cb9,INCLUDE,INCLUDE,INCLUDE
1ba4f4e8-fbdd-407c-873f-bfbb01dc3145,INCLUDE,EXCLUDE,EXCLUDE
1bc0af7a-2440-4574-b8d9-004a9b798060,EXCLUDE,EXCLUDE,EXCLUDE
1bc0d050-67ef-4368-8bc9-35ef818fa2b4,INCLUDE,EXCLUDE,EXCLUDE
1bd54865-aeb9-4712-8fc5-ec51205677e2,INCLUDE,INCLUDE,INCLUDE
1bdd383b-39af-409c-bda5-21ba0fd6a979,INCLUDE,INCLUDE,EXCLUDE
1be6d686-b9af-4151-a2e8-1cbb7c69af40,EXCLUDE,EXCLUDE,EXCLUDE
1bec3bed-9dd7-4c6d-ad65-2fb01b3ff163,EXCLUDE,EXCLUDE,EXCLUDE
1bfa740f-0604-41e2-91c3-42b825ea0547,EXCLUDE,EXCLUDE,EXCLUDE
1c000615-4a8f-419c-8862-4f4cc6d62a1b,EXCLUDE,EXCLUDE,EXCLUDE
1c016296-7339-4b5f-b47e-22f084da9c02,INCLUDE,INCLUDE,INCLUDE
1c023552-45df-481f-b8cd-c442a82ce687,INCLUDE,EXCLUDE,EXCLUDE
1c1cf53d-c0e6-48fa-8b61-e033954d8f07,INCLUDE,INCLUDE,INCLUDE
1c3d9743-a34d-4b95-b969-26f63d30a6f3,INCLUDE,INCLUDE,INCLUDE
1c4b5bc2-508a-4a47-b499-06aaf9988980,EXCLUDE,EXCLUDE,EXCLUDE
1c93006b-d7fe-4d1a-9108-a90de8c3c89d,EXCLUDE,EXCLUDE,EXCLUDE
1c9e1d36-5ea3-4641-bb6e-dbe9b176cec1,EXCLUDE,EXCLUDE,EXCLUDE
1ca3e752-16e3-4e47-824f-9154ba21db93,EXCLUDE,EXCLUDE,EXCLUDE
1cb24e7b-1cc4-4d92-b37e-824c1cd525e2,EXCLUDE,EXCLUDE,EXCLUDE
1cbe5ac1-7b39-4de0-b962-5f16a59ac049,EXCLUDE,EXCLUDE,EXCLUDE
1cc142a0-7835-4264-bd68-353667784637,INCLUDE,INCLUDE,INCLUDE
1ccc014e-6a35-48f2-87fb-b965989c00eb,EXCLUDE,EXCLUDE,INCLUDE
1cd9a4cc-d528-4464-8c70-7d305e07f299,INCLUDE,EXCLUDE,INCLUDE
1ce5b794-ff58-4fa6-be1c-96417caa4209,INCLUDE,EXCLUDE,EXCLUDE
1d09fc15-dd0d-4dd1-9749-c8a7d54c7aad,EXCLUDE,EXCLUDE,EXCLUDE
1d187524-2ccb-4d72-8ae8-701733646294,EXCLUDE,EXCLUDE,EXCLUDE
1d1f650e-b479-49f9-8d0a-231b574d5c69,INCLUDE,INCLUDE,EXCLUDE
1d28c6a4-a127-44fb-b105-7a157c8d68e6,INCLUDE,EXCLUDE,EXCLUDE
1d3c76b6-d52d-4f91-b9a4-b8db70fe0da1,EXCLUDE,EXCLUDE,EXCLUDE
1d4b6dc0-9cce-4f48-a01f-8fb733039549,EXCLUDE,EXCLUDE,EXCLUDE
1d55e9aa-aed4-45ca-8a55-304e02aa16b2,INCLUDE,INCLUDE,INCLUDE
1d66f96c-557d-4348-a344-f71cb5af3fdf,EXCLUDE,EXCLUDE,EXCLUDE
1d81a135-dab8-4563-8555-787b8901712e,EXCLUDE,EXCLUDE,EXCLUDE
1d837b9f-7bd6-4247-a9e5-8db59e8a3d8b,INCLUDE,EXCLUDE,EXCLUDE
1d85dd9c-a663-42ec-8ed0-2ec48559d305,EXCLUDE,EXCLUDE,EXCLUDE
1d880d2f-46dc-4045-bb33-895deb4f2d0c,INCLUDE,INCLUDE,INCLUDE
1d93cca2-b718-465a-8f43-a0a2802cfb38,EXCLUDE,EXCLUDE,EXCLUDE
1d97333c-eda6-414a-9bfd-dc6eb91c25d5,INCLUDE,EXCLUDE,INCLUDE
1dad8d4a-aa25-486c-a6c1-eeb545b60d81,EXCLUDE,EXCLUDE,EXCLUDE
1db61ff6-8877-4b76-90a5-bb204c3e27ac,EXCLUDE,EXCLUDE,EXCLUDE
1dbe3ae0-074d-4895-8552-3a3aea39569d,INCLUDE,EXCLUDE,EXCLUDE
1dc7eed1-a432-4026-bd48-7c70250bd8d4,INCLUDE,EXCLUDE,EXCLUDE
1dcd7cab-8e90-4677-89fd-1273bd18938c,EXCLUDE,EXCLUDE,EXCLUDE
1dd536fd-99ac-40c4-954d-7f81fb4a724f,INCLUDE,EXCLUDE,EXCLUDE
1ddaa8e5-691f-422b-bcd8-201144ac4004,EXCLUDE,EXCLUDE,EXCLUDE
1de95e99-445b-49a6-9e8e-f1b052bba6cb,EXCLUDE,EXCLUDE,EXCLUDE
1dee1c37-cd64-4b89-86be-f309ada11b92,INCLUDE,INCLUDE,INCLUDE
1e0239ca-823f-4ee6-acb3-82ad71080f14,EXCLUDE,EXCLUDE,EXCLUDE
1e099e0c-2ca2-434a-8259-df588c7a0289,INCLUDE,INCLUDE,INCLUDE
1e3f5b3b-0920-4e4c-8d0e-ca098d8e6025,EXCLUDE,EXCLUDE,EXCLUDE
1e55bd57-fc59-41b9-af55-bb30104392ff,EXCLUDE,EXCLUDE,EXCLUDE
1e562244-2590-4b5b-9d9e-2eb171e50c2b,INCLUDE,INCLUDE,INCLUDE
1e5d2002-22e7-4d48-9b1d-d62a9a882bb1,INCLUDE,INCLUDE,INCLUDE
1e678635-da6e-4110-99d5-1aeba394c2e4,INCLUDE,INCLUDE,INCLUDE
1e7e9a45-1027-4097-a553-96be4824afc3,EXCLUDE,EXCLUDE,EXCLUDE
1e843522-1ea3-4988-82ea-131ff661f0a6,INCLUDE,INCLUDE,INCLUDE
